event_date,player,market,side,line,p_over,actual,selected_odds,selected_probability,corrected_edge,state_lcb,state_history_n,state_empirical_rate,robust_score,selector_version,eligible,rank,leg_result,control_selected,market_evidence,candidate_universe_evidence,production_authorizable
2025-12-29,Anthony Black,player_points,UNDER,24.6,0.2701223199672232,27.0,-110.0,0.7298776800327769,0.20606815622325303,0.7864434786266603,20,0.9,0.7298776800327769,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,0.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Bobby Portis,player_rebounds,UNDER,11.0,0.1636729355436256,2.0,-110.0,0.8363270644563744,0.31251754064685056,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Patrick Williams,player_points,OVER,1.2,0.7268876294078364,7.0,-110.0,0.7268876294078364,0.20307810559831252,0.7119908722036166,19,0.8421052631578947,0.7169908722036166,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Tyus Jones,player_rebounds,UNDER,2.6,0.2695132038781996,4.0,-110.0,0.7304867961218005,0.20667727231227662,0.7119908722036166,19,0.8421052631578947,0.7119908722036166,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Isaiah Joe,player_points,OVER,4.8,0.702495493939608,0.0,-110.0,0.702495493939608,0.17868597013008414,0.7824468723029613,13,0.9230769230769231,0.707495493939608,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Andrew Nembhard,player_assists,UNDER,8.4,0.2512662518535924,2.0,-110.0,0.7487337481464076,0.22492422433688375,0.705003347029916,14,0.8571428571428571,0.705003347029916,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Oso Ighodaro,player_rebounds,UNDER,7.6,0.3012785622437938,10.0,-110.0,0.6987214377562062,0.17491191394668237,0.7250920541781595,20,0.85,0.6987214377562062,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,DeAndre Hunter,player_rebounds,OVER,2.8,0.6876563313328073,9.0,-110.0,0.6876563313328073,0.1638468075232835,0.7647716653549496,18,0.8888888888888888,0.6926563313328074,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-29,Dwight Powell,player_rebounds,UNDER,5.6,0.2256014455889848,3.0,-110.0,0.7743985544110152,0.2505890306014914,0.6850426027639305,13,0.8461538461538461,0.6850426027639305,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Mohamed Diawara,player_points,UNDER,6.8,0.1923381018575862,6.0,-110.0,0.8076618981424137,0.2838523743328899,0.7824468723029613,13,0.9230769230769231,0.7824468723029613,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Tyus Jones,player_rebounds,UNDER,3.2,0.1799528370872069,1.0,-110.0,0.8200471629127931,0.2962376391032693,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Tre Johnson,player_points,UNDER,16.2,0.2250651639024186,14.0,-110.0,0.7749348360975814,0.25112531228805757,0.705003347029916,14,0.8571428571428571,0.705003347029916,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Anthony Black,player_points,UNDER,26.0,0.3039127852681778,15.0,-110.0,0.6960872147318222,0.1722776909222984,0.7250920541781595,20,0.85,0.6960872147318222,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Collin Murray-Boyles,player_rebounds,UNDER,7.8,0.2257861123036815,9.0,-110.0,0.7742138876963185,0.25040436388679466,0.6816849920928987,17,0.8235294117647058,0.6816849920928987,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Isaiah Joe,player_points,OVER,3.6,0.6707515212749223,15.0,-110.0,0.6707515212749223,0.1469419974653985,0.705003347029916,14,0.8571428571428571,0.6757515212749223,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Tyler Kolek,player_points,UNDER,10.2,0.3259972952136514,3.0,-110.0,0.6740027047863486,0.15019318097682477,0.6975890353250671,18,0.8333333333333334,0.6740027047863486,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Tim Hardaway Jr,player_points,UNDER,19.8,0.2394858798894896,9.0,-110.0,0.7605141201105103,0.2367045963009865,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Mikal Bridges,player_assists,UNDER,5.2,0.3320437240317768,3.0,-110.0,0.6679562759682232,0.14414675215869932,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2025-12-31,Onyeka Okongwu,player_rebounds,UNDER,10.0,0.3332202695727078,8.0,-110.0,0.6667797304272922,0.14297020661776838,0.66726104574935,20,0.8,0.6667797304272922,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Quinten Post,player_rebounds,OVER,1.8,0.7207519970392947,5.0,-110.0,0.7207519970392947,0.19694247322977088,0.7250920541781595,20,0.85,0.7257519970392947,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Scottie Barnes,player_rebounds,UNDER,12.4,0.2912679670894759,7.0,-110.0,0.7087320329105241,0.18492250910100028,0.7864434786266603,20,0.9,0.7087320329105241,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,John Collins,player_rebounds,UNDER,7.2,0.2985983570372256,2.0,-110.0,0.7014016429627744,0.17759211915325057,0.7250920541781595,20,0.85,0.7014016429627744,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Collin Murray-Boyles,player_rebounds,UNDER,8.8,0.2757070467744781,3.0,-110.0,0.7242929532255219,0.20048342941599806,0.6975890353250671,18,0.8333333333333334,0.6975890353250671,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Hugo González,player_assists,UNDER,1.4,0.3078783206296451,0.0,-110.0,0.6921216793703548,0.168312155560831,0.7382344116978972,16,0.875,0.6921216793703548,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Nicolas Batum,player_points,UNDER,7.6,0.2240318902748615,6.0,-110.0,0.7759681097251385,0.2521585859156147,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Kris Murray,player_assists,UNDER,2.2,0.2464754916652896,1.0,-110.0,0.7535245083347104,0.22971498452518657,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Onyeka Okongwu,player_points,UNDER,21.8,0.2499012937911851,4.0,-110.0,0.7500987062088149,0.22628918239929108,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Andrew Wiggins,player_points,UNDER,19.2,0.283417462379366,12.0,-110.0,0.7165825376206341,0.19277301381111023,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-03,Matas Buzelis,player_rebounds,UNDER,6.2,0.2976600740723827,8.0,-110.0,0.7023399259276173,0.17853040211809346,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Chet Holmgren,player_rebounds,UNDER,11.0,0.1652156638749953,9.0,-110.0,0.8347843361250047,0.31097481231548085,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Evan Mobley,player_points,OVER,11.6,0.7414897715421667,15.0,-110.0,0.7414897715421667,0.21768024773264283,0.7250920541781595,20,0.85,0.7300920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Keon Ellis,player_points,UNDER,11.0,0.264814375660227,0.0,-110.0,0.735185624339773,0.21137610053024913,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Mike Conley,player_rebounds,OVER,0.8,0.7336051609607976,2.0,-110.0,0.7336051609607976,0.2097956371512738,0.7119908722036166,19,0.8421052631578947,0.7169908722036166,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Jay Huff,player_rebounds,OVER,2.0,0.674119977911122,5.0,-110.0,0.674119977911122,0.15031045410159816,0.6958131885925213,20,0.825,0.679119977911122,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Drake Powell,player_assists,OVER,0.8,0.6675698117551121,1.0,-110.0,0.6675698117551121,0.14376028794558826,0.6850426027639305,13,0.8461538461538461,0.6725698117551121,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Justin Champagnie,player_points,UNDER,12.2,0.2539981614859583,6.0,-110.0,0.7460018385140417,0.22219231470451783,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Spencer Jones,player_rebounds,UNDER,6.0,0.3308578044853717,1.0,-110.0,0.6691421955146283,0.14533267170510444,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Nikola Jović,player_points,UNDER,14.0,0.3227969926336316,19.0,-110.0,0.6772030073663684,0.15339348355684457,0.6627858801026911,14,0.8214285714285714,0.6627858801026911,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-04,Tre Johnson,player_points,UNDER,15.2,0.3564040369165846,13.0,-110.0,0.6435959630834154,0.11978643927389154,0.7382344116978972,16,0.875,0.6435959630834154,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Pascal Siakam,player_points,UNDER,27.8,0.2266751297532261,22.0,-110.0,0.7733248702467739,0.24951534643725004,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Jake LaRavia,player_points,UNDER,14.4,0.2697408787083125,5.0,-110.0,0.7302591212916876,0.20644959748216374,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Jonathan Isaac,player_rebounds,OVER,1.0,0.6947369675899997,8.0,-110.0,0.6947369675899997,0.17092744378047586,0.7250920541781595,20,0.85,0.6997369675899997,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Jarred Vanderbilt,player_points,UNDER,7.2,0.3073817152784451,7.0,-110.0,0.692618284721555,0.16880876091203112,0.705003347029916,14,0.8571428571428571,0.692618284721555,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Luke Kornet,player_points,UNDER,11.2,0.24916243407658,4.0,-110.0,0.75083756592342,0.22702804211389616,0.6816849920928987,17,0.8235294117647058,0.6816849920928987,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Kentavious Caldwell-Pope,player_assists,OVER,1.6,0.6814182465755926,3.0,-110.0,0.6814182465755926,0.15760872276606874,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Max Christie,player_points,UNDER,17.8,0.2013024174450832,11.0,-110.0,0.7986975825549167,0.2748880587453929,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Anthony Black,player_assists,UNDER,6.0,0.2208177231145533,4.0,-110.0,0.7791822768854467,0.2553727530759229,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Brandon Williams,player_points,UNDER,17.2,0.269369472357952,18.0,-110.0,0.7306305276420479,0.2068210038325241,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,0.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-06,Tre Johnson,player_points,UNDER,15.4,0.3457841763818958,6.0,-110.0,0.6542158236181042,0.13040629980858032,0.7522075596534742,17,0.8823529411764706,0.6542158236181042,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Jusuf Nurkić,player_points,UNDER,19.2,0.1700759982005224,15.0,-110.0,0.8299240017994776,0.3061144779899537,0.7864434786266603,20,0.9,0.7864434786266603,ROBUST_STATE_INTERSECTION_Q25_V1,True,1,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Jalen Pickett,player_points,UNDER,10.6,0.240241764140008,7.0,-110.0,0.759758235859992,0.2359487120504682,0.7474729384307791,11,0.9090909090909091,0.7474729384307791,ROBUST_STATE_INTERSECTION_Q25_V1,True,2,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Ivica Zubac,player_points,OVER,7.2,0.7219827687258356,22.0,-110.0,0.7219827687258356,0.19817324491631172,0.7250920541781595,20,0.85,0.7269827687258356,ROBUST_STATE_INTERSECTION_Q25_V1,True,3,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Moussa Diabaté,player_assists,UNDER,3.0,0.2431572481243629,1.0,-110.0,0.7568427518756371,0.23303322806611326,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,4,1.0,True,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Justin Champagnie,player_points,UNDER,13.2,0.2745010054553038,6.0,-110.0,0.7254989945446961,0.2016894707351723,0.7250920541781595,20,0.85,0.7250920541781595,ROBUST_STATE_INTERSECTION_Q25_V1,True,5,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Nicolas Batum,player_points,UNDER,8.2,0.2852415609695327,3.0,-110.0,0.7147584390304673,0.19094891522094348,0.7250920541781595,20,0.85,0.7147584390304673,ROBUST_STATE_INTERSECTION_Q25_V1,True,6,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Luke Kornet,player_assists,UNDER,3.2,0.316115772523136,1.0,-110.0,0.683884227476864,0.1600747036673401,0.6975890353250671,18,0.8333333333333334,0.683884227476864,ROBUST_STATE_INTERSECTION_Q25_V1,True,7,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Mark Williams,player_points,OVER,7.8,0.7107439780948579,12.0,-110.0,0.7107439780948579,0.18693445428533406,0.66726104574935,20,0.8,0.67226104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,8,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Nikola Vučević,player_assists,UNDER,5.4,0.2582174062503989,4.0,-110.0,0.7417825937496011,0.21797306994007726,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,9,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
2026-01-07,Julian Champagnie,player_points,UNDER,19.0,0.2832794773485487,11.0,-110.0,0.7167205226514513,0.19291099884192742,0.66726104574935,20,0.8,0.66726104574935,ROBUST_STATE_INTERSECTION_Q25_V1,True,10,1.0,False,SYNTHETIC_THRESHOLD_HISTORY,FULL_CANDIDATE_UNIVERSE,False
