SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX,season,play_type,side
22024,1630570,Trendon Watford,1610612751,BKN,Brooklyn Nets,Isolation,Defensive,0.979,42,0.112,0.5,0.217,0.071,0.107,0.071,0.0,0.25,0.239,0.7,0.3,0.1,0.5,0.4,2025,Isolation,defensive
22024,1628464,Daniel Theis,1610612740,NOP,New Orleans Pelicans,Isolation,Defensive,0.958,33,0.094,0.56,0.261,0.04,0.04,0.04,0.0,0.28,0.261,0.8,0.4,0.2,0.7,0.5,2025,Isolation,defensive
22024,203500,Steven Adams,1610612745,HOU,Houston Rockets,Isolation,Defensive,0.861,50,0.044,0.7,0.188,0.2,0.0,0.15,0.0,0.35,0.219,0.4,0.3,0.1,0.3,0.3,2025,Isolation,defensive
22024,203937,Kyle Anderson,1610612744,GSW,Golden State Warriors,Isolation,Defensive,0.817,34,0.118,0.737,0.353,0.053,0.053,0.053,0.0,0.368,0.353,0.6,0.4,0.2,0.5,0.3,2025,Isolation,defensive
22024,1630811,Keaton Wallace,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.567,29,0.078,0.875,0.545,0.125,0.188,0.125,0.0,0.438,0.545,0.6,0.5,0.2,0.4,0.2,2025,Isolation,defensive
22024,1631172,Ousmane Dieng,1610612760,OKC,Oklahoma City Thunder,Isolation,Defensive,0.459,30,0.103,0.933,0.429,0.0,0.067,0.0,0.0,0.4,0.5,0.5,0.5,0.2,0.5,0.3,2025,Isolation,defensive
22024,1631232,Keion Brooks Jr.,1610612740,NOP,New Orleans Pelicans,Isolation,Defensive,0.295,12,0.121,1.0,0.667,0.071,0.286,0.071,0.0,0.5,0.722,1.2,1.2,0.5,0.8,0.3,2025,Isolation,defensive
22024,1629003,Shake Milton,1610612751,BKN,Brooklyn Nets,Isolation,Defensive,0.079,23,0.092,1.167,0.556,0.167,0.083,0.167,0.0,0.583,0.556,0.5,0.6,0.2,0.4,0.2,2025,Isolation,defensive
22024,1630558,Davion Mitchell,1610612761,TOR,Toronto Raptors,Isolation,Defensive,0.945,42,0.065,0.577,0.231,0.231,0.269,0.154,0.0,0.308,0.231,0.6,0.4,0.1,0.3,0.2,2025,Isolation,defensive
22024,201569,Eric Gordon,1610612755,PHI,Philadelphia 76ers,Isolation,Defensive,0.802,37,0.109,0.75,0.333,0.15,0.1,0.15,0.0,0.4,0.367,0.5,0.4,0.1,0.4,0.3,2025,Isolation,defensive
22024,203992,Bogdan Bogdanović,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.662,23,0.089,0.833,0.375,0.0,0.111,0.0,0.0,0.333,0.469,0.8,0.7,0.3,0.7,0.4,2025,Isolation,defensive
22024,1641810,Antonio Reeves,1610612740,NOP,New Orleans Pelicans,Isolation,Defensive,0.295,33,0.081,1.0,0.417,0.133,0.067,0.133,0.0,0.467,0.458,0.5,0.5,0.2,0.4,0.2,2025,Isolation,defensive
22024,1631131,Oscar Tshiebwe,1610612762,UTA,Utah Jazz,Isolation,Defensive,0.295,15,0.119,1.0,0.333,0.2,0.0,0.2,0.0,0.467,0.458,1.0,1.0,0.3,0.8,0.5,2025,Isolation,defensive
22024,1631288,Jamal Cain,1610612740,NOP,New Orleans Pelicans,Isolation,Defensive,0.089,31,0.071,1.154,0.5,0.231,0.0,0.231,0.154,0.538,0.5,0.4,0.5,0.2,0.4,0.2,2025,Isolation,defensive
22024,1629646,Charles Bassey,1610612759,SAS,San Antonio Spurs,Isolation,Defensive,0.034,26,0.061,1.25,0.7,0.083,0.167,0.083,0.083,0.583,0.7,0.5,0.6,0.3,0.4,0.1,2025,Isolation,defensive
22024,1630692,Jordan Goodwin,1610612747,LAL,Los Angeles Lakers,Isolation,Defensive,0.034,28,0.071,1.25,0.625,0.167,0.167,0.083,0.0,0.583,0.688,0.4,0.5,0.2,0.3,0.1,2025,Isolation,defensive
22024,1630552,Jalen Johnson,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.966,36,0.076,0.516,0.231,0.065,0.097,0.065,0.0,0.258,0.231,0.9,0.4,0.2,0.7,0.6,2025,Isolation,defensive
22024,203552,Seth Curry,1610612766,CHA,Charlotte Hornets,Isolation,Defensive,0.832,57,0.081,0.727,0.278,0.182,0.0,0.182,0.0,0.409,0.278,0.4,0.3,0.1,0.3,0.2,2025,Isolation,defensive
22024,1629111,Jock Landale,1610612745,HOU,Houston Rockets,Isolation,Defensive,0.786,34,0.079,0.762,0.389,0.048,0.143,0.048,0.048,0.333,0.417,0.6,0.5,0.2,0.5,0.3,2025,Isolation,defensive
22024,1628380,Zach Collins,1610612759,SAS,San Antonio Spurs,Isolation,Defensive,0.634,29,0.078,0.842,0.412,0.053,0.105,0.053,0.053,0.368,0.471,0.7,0.6,0.2,0.6,0.3,2025,Isolation,defensive
22024,203914,Gary Harris,1610612753,ORL,Orlando Magic,Isolation,Defensive,0.439,43,0.065,0.941,0.6,0.176,0.294,0.176,0.059,0.412,0.65,0.4,0.4,0.1,0.2,0.1,2025,Isolation,defensive
22024,202692,Alec Burks,1610612748,MIA,Miami Heat,Isolation,Defensive,0.295,46,0.063,1.0,0.5,0.063,0.063,0.063,0.0,0.5,0.5,0.3,0.3,0.2,0.3,0.2,2025,Isolation,defensive
22024,1630231,KJ Martin,1610612755,PHI,Philadelphia 76ers,Isolation,Defensive,0.185,21,0.098,1.067,0.429,0.2,0.067,0.2,0.2,0.4,0.464,0.7,0.8,0.3,0.7,0.4,2025,Isolation,defensive
22024,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,Isolation,Defensive,0.89,45,0.094,0.68,0.25,0.12,0.08,0.12,0.0,0.32,0.275,0.6,0.4,0.1,0.4,0.3,2025,Isolation,defensive
22024,1631157,Ryan Rollins,1610612749,MIL,Milwaukee Bucks,Isolation,Defensive,0.773,51,0.076,0.773,0.2,0.227,0.091,0.182,0.0,0.364,0.2,0.4,0.3,0.1,0.3,0.2,2025,Isolation,defensive
22024,203994,Jusuf Nurkić,1610612756,PHX,Phoenix Suns,Isolation,Defensive,0.615,23,0.062,0.85,0.357,0.15,0.15,0.15,0.0,0.4,0.393,0.9,0.7,0.2,0.6,0.4,2025,Isolation,defensive
22024,1641871,Duop Reath,1610612757,POR,Portland Trail Blazers,Isolation,Defensive,0.531,34,0.086,0.895,0.417,0.158,0.211,0.158,0.0,0.421,0.458,0.6,0.5,0.1,0.4,0.2,2025,Isolation,defensive
22024,203114,Khris Middleton,1610612749,MIL,Milwaukee Bucks,Isolation,Defensive,0.531,23,0.114,0.895,0.429,0.158,0.105,0.105,0.0,0.474,0.464,0.8,0.7,0.3,0.6,0.3,2025,Isolation,defensive
22024,1629750,Javonte Green,1610612740,NOP,New Orleans Pelicans,Isolation,Defensive,0.428,49,0.049,0.944,0.467,0.167,0.111,0.167,0.111,0.444,0.467,0.4,0.3,0.1,0.3,0.2,2025,Isolation,defensive
22024,1631248,Baylor Scheierman,1610612738,BOS,Boston Celtics,Isolation,Defensive,0.191,26,0.138,1.063,0.462,0.188,0.063,0.188,0.063,0.5,0.462,0.6,0.7,0.2,0.5,0.3,2025,Isolation,defensive
22024,203903,Jordan Clarkson,1610612762,UTA,Utah Jazz,Isolation,Defensive,0.115,36,0.066,1.133,0.583,0.133,0.133,0.133,0.067,0.533,0.583,0.4,0.5,0.2,0.3,0.1,2025,Isolation,defensive
22024,1627747,Caris LeVert,1610612739,CLE,Cleveland Cavaliers,Isolation,Defensive,0.956,38,0.091,0.563,0.231,0.125,0.094,0.125,0.031,0.281,0.231,0.8,0.5,0.2,0.7,0.5,2025,Isolation,defensive
22024,1630208,Nick Richards,1610612766,CHA,Charlotte Hornets,Isolation,Defensive,0.42,21,0.071,0.947,0.4,0.158,0.105,0.158,0.053,0.421,0.467,0.9,0.9,0.3,0.7,0.4,2025,Isolation,defensive
22024,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Isolation,Defensive,0.295,19,0.067,1.0,0.538,0.056,0.222,0.056,0.0,0.444,0.615,0.9,0.9,0.4,0.7,0.3,2025,Isolation,defensive
22024,1641713,GG Jackson,1610612763,MEM,Memphis Grizzlies,Isolation,Defensive,0.295,25,0.109,1.0,0.385,0.222,0.111,0.167,0.056,0.444,0.423,0.7,0.7,0.2,0.5,0.3,2025,Isolation,defensive
22024,202685,Jonas Valančiūnas,1610612764,WAS,Washington Wizards,Isolation,Defensive,0.196,42,0.038,1.059,0.438,0.059,0.059,0.059,0.059,0.412,0.531,0.4,0.4,0.2,0.4,0.2,2025,Isolation,defensive
22024,1629021,Moritz Wagner,1610612753,ORL,Orlando Magic,Isolation,Defensive,0.196,26,0.066,1.059,0.615,0.0,0.235,0.0,0.0,0.471,0.692,0.7,0.7,0.3,0.5,0.2,2025,Isolation,defensive
22024,1630193,Immanuel Quickley,1610612761,TOR,Toronto Raptors,Isolation,Defensive,0.058,32,0.059,1.2,0.538,0.133,0.133,0.133,0.133,0.467,0.615,0.5,0.6,0.2,0.4,0.2,2025,Isolation,defensive
22024,1629611,Terance Mann,1610612746,LAC,LA Clippers,Isolation,Defensive,0.058,34,0.065,1.2,0.5,0.267,0.067,0.2,0.0,0.6,0.55,0.4,0.5,0.1,0.3,0.1,2025,Isolation,defensive
22024,1630549,Day'Ron Sharpe,1610612751,BKN,Brooklyn Nets,Isolation,Defensive,0.982,46,0.122,0.442,0.2,0.047,0.14,0.0,0.0,0.209,0.229,0.9,0.4,0.2,0.8,0.6,2025,Isolation,defensive
22024,1630625,Dalano Banton,1610612757,POR,Portland Trail Blazers,Isolation,Defensive,0.856,59,0.085,0.704,0.364,0.074,0.111,0.074,0.0,0.37,0.364,0.5,0.3,0.1,0.4,0.2,2025,Isolation,defensive
22024,203471,Dennis Schröder,1610612751,BKN,Brooklyn Nets,Isolation,Defensive,0.52,23,0.093,0.905,0.444,0.143,0.143,0.143,0.143,0.381,0.472,0.9,0.8,0.3,0.8,0.4,2025,Isolation,defensive
22024,203995,Vasilije Micic,1610612766,CHA,Charlotte Hornets,Isolation,Defensive,0.295,35,0.092,1.0,0.545,0.211,0.211,0.158,0.0,0.526,0.591,0.5,0.5,0.2,0.3,0.1,2025,Isolation,defensive
22024,1626204,Larry Nance Jr.,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.295,22,0.096,1.0,0.412,0.105,0.053,0.105,0.053,0.421,0.5,0.9,0.9,0.3,0.8,0.5,2025,Isolation,defensive
22024,1629004,Svi Mykhailiuk,1610612762,UTA,Utah Jazz,Isolation,Defensive,0.026,36,0.07,1.267,0.636,0.133,0.133,0.133,0.0,0.6,0.682,0.4,0.5,0.2,0.3,0.1,2025,Isolation,defensive
22024,1628368,De'Aaron Fox,1610612758,SAC,Sacramento Kings,Isolation,Defensive,0.969,45,0.061,0.513,0.2,0.103,0.154,0.103,0.026,0.231,0.217,0.9,0.4,0.1,0.7,0.5,2025,Isolation,defensive
22024,1627827,Dorian Finney-Smith,1610612751,BKN,Brooklyn Nets,Isolation,Defensive,0.809,20,0.141,0.741,0.36,0.0,0.074,0.0,0.0,0.333,0.4,1.4,1.0,0.5,1.3,0.8,2025,Isolation,defensive
22024,1629234,Drew Eubanks,1610612762,UTA,Utah Jazz,Isolation,Defensive,0.577,35,0.088,0.87,0.455,0.0,0.043,0.0,0.0,0.435,0.455,0.7,0.6,0.3,0.6,0.3,2025,Isolation,defensive
22024,201145,Jeff Green,1610612745,HOU,Houston Rockets,Isolation,Defensive,0.408,28,0.164,0.952,0.389,0.143,0.048,0.143,0.048,0.429,0.417,0.8,0.7,0.3,0.6,0.4,2025,Isolation,defensive
22024,1631216,Caleb Houstan,1610612753,ORL,Orlando Magic,Isolation,Defensive,0.209,51,0.088,1.053,0.5,0.158,0.211,0.158,0.0,0.474,0.583,0.4,0.4,0.1,0.2,0.1,2025,Isolation,defensive
22024,1629726,Garrison Mathews,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.136,41,0.074,1.111,0.5,0.167,0.0,0.167,0.056,0.556,0.5,0.4,0.5,0.2,0.4,0.2,2025,Isolation,defensive
22024,203482,Kelly Olynyk,1610612761,TOR,Toronto Raptors,Isolation,Defensive,0.034,21,0.083,1.25,0.667,0.188,0.063,0.188,0.0,0.625,0.667,0.8,1.0,0.4,0.6,0.2,2025,Isolation,defensive
22024,1630163,LaMelo Ball,1610612766,CHA,Charlotte Hornets,Isolation,Defensive,0.861,47,0.066,0.7,0.368,0.167,0.2,0.133,0.0,0.367,0.395,0.6,0.4,0.1,0.4,0.3,2025,Isolation,defensive
22024,1626181,Norman Powell,1610612746,LAC,LA Clippers,Isolation,Defensive,0.836,60,0.062,0.724,0.381,0.138,0.207,0.138,0.069,0.345,0.381,0.5,0.4,0.1,0.4,0.2,2025,Isolation,defensive
22024,1629631,De'Andre Hunter,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.802,37,0.088,0.75,0.3,0.179,0.107,0.179,0.0,0.393,0.325,0.8,0.6,0.2,0.5,0.4,2025,Isolation,defensive
22024,1630591,Jalen Suggs,1610612753,ORL,Orlando Magic,Isolation,Defensive,0.7,35,0.077,0.808,0.381,0.038,0.154,0.038,0.0,0.346,0.452,0.7,0.6,0.2,0.6,0.4,2025,Isolation,defensive
22024,1641748,Andre Jackson Jr.,1610612749,MIL,Milwaukee Bucks,Isolation,Defensive,0.222,60,0.052,1.05,0.438,0.25,0.0,0.25,0.05,0.55,0.438,0.3,0.4,0.1,0.3,0.2,2025,Isolation,defensive
22024,1629610,DaQuan Jeffries,1610612766,CHA,Charlotte Hornets,Isolation,Defensive,0.141,46,0.058,1.105,0.4,0.158,0.053,0.158,0.0,0.474,0.5,0.4,0.5,0.1,0.3,0.2,2025,Isolation,defensive
22024,1629627,Zion Williamson,1610612740,NOP,New Orleans Pelicans,Isolation,Defensive,0.851,30,0.101,0.71,0.176,0.29,0.161,0.194,0.0,0.387,0.235,1.0,0.7,0.1,0.6,0.5,2025,Isolation,defensive
22024,1629020,Jarred Vanderbilt,1610612747,LAL,Los Angeles Lakers,Isolation,Defensive,0.147,34,0.103,1.1,0.563,0.2,0.1,0.2,0.1,0.5,0.594,0.6,0.6,0.3,0.5,0.2,2025,Isolation,defensive
22024,1631230,Dominick Barlow,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.086,26,0.096,1.158,0.533,0.158,0.105,0.158,0.053,0.526,0.6,0.7,0.8,0.3,0.6,0.3,2025,Isolation,defensive
22024,203991,Clint Capela,1610612737,ATL,Atlanta Hawks,Isolation,Defensive,0.895,50,0.064,0.676,0.31,0.118,0.059,0.088,0.029,0.353,0.31,0.7,0.5,0.2,0.6,0.4,2025,Isolation,defensive
22024,1629029,Luka Dončić,1610612742,DAL,Dallas Mavericks,Isolation,Defensive,0.895,22,0.124,0.676,0.308,0.147,0.118,0.147,0.029,0.353,0.365,1.5,1.0,0.4,1.2,0.8,2025,Isolation,defensive
22024,203486,Mason Plumlee,1610612756,PHX,Phoenix Suns,Isolation,Defensive,0.841,67,0.048,0.719,0.346,0.094,0.094,0.063,0.0,0.375,0.365,0.5,0.3,0.1,0.4,0.3,2025,Isolation,defensive
22024,1629618,Jalen Pickett,1610612743,DEN,Denver Nuggets,Isolation,Defensive,0.741,41,0.129,0.793,0.37,0.034,0.069,0.034,0.034,0.345,0.407,0.7,0.6,0.2,0.7,0.4,2025,Isolation,defensive
22024,1641765,Olivier-Maxence Prosper,1610612742,DAL,Dallas Mavericks,Isolation,Defensive,0.741,39,0.132,0.793,0.357,0.034,0.034,0.034,0.034,0.345,0.393,0.7,0.6,0.3,0.7,0.5,2025,Isolation,defensive
22024,1642347,Jamal Shead,1610612761,TOR,Toronto Raptors,Isolation,Defensive,0.679,74,0.056,0.821,0.375,0.214,0.214,0.143,0.0,0.429,0.406,0.4,0.3,0.1,0.2,0.1,2025,Isolation,defensive
22024,1629057,Robert Williams III,1610612757,POR,Portland Trail Blazers,Isolation,Defensive,0.491,19,0.15,0.92,0.4,0.04,0.0,0.04,0.04,0.4,0.44,1.3,1.2,0.5,1.3,0.8,2025,Isolation,defensive
22024,1626192,Pat Connaughton,1610612749,MIL,Milwaukee Bucks,Isolation,Defensive,0.295,39,0.11,1.0,0.389,0.261,0.0,0.261,0.043,0.522,0.389,0.6,0.6,0.2,0.5,0.3,2025,Isolation,defensive
22024,1631204,Marcus Sasser,1610612765,DET,Detroit Pistons,Isolation,Defensive,0.225,47,0.077,1.045,0.529,0.136,0.136,0.136,0.045,0.5,0.529,0.5,0.5,0.2,0.4,0.2,2025,Isolation,defensive
22024,1628379,Luke Kennard,1610612763,MEM,Memphis Grizzlies,Isolation,Defensive,0.979,64,0.108,0.5,0.188,0.125,0.229,0.125,0.021,0.229,0.219,0.8,0.4,0.1,0.5,0.4,2025,Isolation,defensive
22024,1642276,Kel'el Ware,1610612748,MIA,Miami Heat,Isolation,Defensive,0.922,59,0.061,0.632,0.226,0.158,0.053,0.158,0.026,0.316,0.226,0.6,0.4,0.1,0.5,0.4,2025,Isolation,defensive
22024,1630188,Jalen Smith,1610612741,CHI,Chicago Bulls,Isolation,Defensive,0.911,54,0.085,0.649,0.294,0.081,0.027,0.081,0.027,0.324,0.294,0.7,0.4,0.2,0.6,0.4,2025,Isolation,defensive
22024,201566,Russell Westbrook,1610612743,DEN,Denver Nuggets,Isolation,Defensive,0.802,73,0.049,0.75,0.333,0.094,0.188,0.063,0.031,0.313,0.396,0.4,0.3,0.1,0.3,0.2,2025,Isolation,defensive
22024,1642263,Reed Sheppard,1610612745,HOU,Houston Rockets,Isolation,Defensive,0.77,43,0.11,0.774,0.273,0.194,0.097,0.194,0.0,0.387,0.318,0.7,0.6,0.1,0.5,0.4,2025,Isolation,defensive
